,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
ZNF571,ENSG00000180479,Gene Expression,GRCh38,False,88,0.03539127,0.034779396,96.53952025167125,90.0,4.5108595,87,False,0.02821596248169536,-0.006703857296855214,-0.49599105
ZFP30,ENSG00000120784,Gene Expression,GRCh38,False,317,0.13291389,0.12479298,87.53440817931578,338.0,5.826,314,False,0.11116017195119222,0.10856671143383763,0.22501318
ZNF781,ENSG00000196381,Gene Expression,GRCh38,False,62,0.025560362,0.025239158,97.56193472276838,65.0,4.189655,62,True,0.024147573357637123,0.27292985918764495,1.2530859
ZNF607,ENSG00000198182,Gene Expression,GRCh38,False,161,0.066456944,0.06434189,93.66889500589855,169.0,5.1357985,160,False,0.057821474632495116,0.10270590304101201,0.18835449
ZNF573,ENSG00000189144,Gene Expression,GRCh38,False,269,0.114431776,0.10834466,89.42194258749508,291.0,5.676754,269,False,0.09345754970643028,0.03760052399378831,-0.2188722
SIPA1L3,ENSG00000105738,Gene Expression,GRCh38,False,407,0.19150609,0.17521812,83.99528116397956,487.0,6.1903152,405,False,0.13099009557713379,-0.06500913601114901,-0.8606839
SPINT2,ENSG00000167642,Gene Expression,GRCh38,False,1439,1.6209202,0.9635255,43.413291388124264,4122.0,8.324336,1436,True,0.742937177285179,0.4353587428548087,1.05381
PPP1R14A,ENSG00000167641,Gene Expression,GRCh38,False,1471,1.0487612,0.7172353,42.15493511600472,2667.0,7.8890843,1469,True,0.7025053983206062,0.3703138328489758,0.7772333
YIF1B,ENSG00000167645,Gene Expression,GRCh38,False,372,0.15847424,0.14710383,85.37160833661031,403.0,6.001415,370,False,0.11809432813415566,-0.0571492834331493,-0.8115214
C19orf33,ENSG00000167644,Gene Expression,GRCh38,False,410,0.22178529,0.20031314,83.87731026346835,564.0,6.336826,408,False,0.14914969048386875,0.12515435356632518,0.32876697
KCNK6,ENSG00000099337,Gene Expression,GRCh38,False,120,0.05387338,0.05247231,95.2811639795517,137.0,4.9272537,120,False,0.03689920167247685,-0.061409294182110795,-0.8381673
CATSPERG,ENSG00000099338,Gene Expression,GRCh38,False,159,0.06567047,0.063604146,93.74754227290602,167.0,5.123964,159,False,0.04777792707419836,-0.1080594104120766,-1.1299584
PSMD8,ENSG00000099341,Gene Expression,GRCh38,False,1264,0.7923712,0.5835394,50.29492725127802,2015.0,7.6088705,1262,False,0.5019523467857662,0.017548158498164813,-0.48691273
SPRED3,ENSG00000188766,Gene Expression,GRCh38,False,18,0.007078254,0.0070533208,99.29217459693275,18.0,2.944439,18,False,0.0050662348695110545,-0.16410443292022722,-1.4805137
FAM98C,ENSG00000130244,Gene Expression,GRCh38,False,307,0.13016123,0.1223603,87.92764451435313,331.0,5.805135,306,False,0.1014782897888835,0.004821321730458393,-0.42390236
RYR1,ENSG00000196218,Gene Expression,GRCh38,False,107,0.04718836,0.04610882,95.79237121510027,120.0,4.7957907,107,True,0.044453363863948096,0.36294418662477973,1.8161153
MAP4K1,ENSG00000104814,Gene Expression,GRCh38,False,125,0.05151396,0.05023099,95.08454581203303,131.0,4.882802,125,False,0.04391426946630578,0.07691530310263396,0.02703724
EIF3K,ENSG00000178982,Gene Expression,GRCh38,False,1690,1.239481,0.80624413,33.54305937868659,3152.0,8.056109,1687,False,0.7246825443285466,0.0377940857528385,-0.6366704
ACTN4,ENSG00000130402,Gene Expression,GRCh38,False,1387,0.893433,0.63839155,45.45812033031852,2272.0,7.7288556,1384,False,0.5689179694558978,0.09395071075603621,-0.17862947
LGALS4,ENSG00000171747,Gene Expression,GRCh38,False,31,0.012190326,0.012116622,98.78096736138419,31.0,3.465736,31,False,0.008772647113945846,-0.14768057109851881,-1.3777843
ECH1,ENSG00000104823,Gene Expression,GRCh38,False,1417,0.9370822,0.6611828,44.27841132520645,2383.0,7.776535,1415,False,0.5797499318071663,0.0470773409952439,-0.3677629
RINL,ENSG00000187994,Gene Expression,GRCh38,False,14,0.0055053085,0.00549021,99.4494691309477,14.0,2.7080503,14,False,0.004290216566712688,-0.13517776349871513,-1.2995807
SIRT2,ENSG00000068903,Gene Expression,GRCh38,False,519,0.23358238,0.20992243,79.59103421156115,594.0,6.3885612,518,False,0.1945212558000865,0.1271522263172527,0.34126344
NFKBIB,ENSG00000104825,Gene Expression,GRCh38,False,107,0.04286276,0.041969586,95.79237121510027,109.0,4.7004805,107,False,0.03399499566661692,0.00341313889799794,-0.43271038
CCER2,ENSG00000262484,Gene Expression,GRCh38,False,22,0.0086512,0.0086139925,99.13488006291782,22.0,3.1354942,21,False,0.005613325170946108,-0.16704325157829916,-1.4988956
SARS2,ENSG00000104835,Gene Expression,GRCh38,False,132,0.055053085,0.053591084,94.80928037750688,140.0,4.94876,131,False,0.043319597557303476,0.029966741465033774,-0.26662064
FBXO17,ENSG00000269190,Gene Expression,GRCh38,False,564,0.26228863,0.23292644,77.82147070389304,667.0,6.504288,563,False,0.21033797070171387,0.12689106591317895,0.13649905
FBXO27,ENSG00000161243,Gene Expression,GRCh38,False,255,0.109712936,0.10410137,89.97247345654739,279.0,5.6347895,255,True,0.1003040480416281,0.17066385919825455,0.61342376
ACP7,ENSG00000183760,Gene Expression,GRCh38,False,31,0.012583563,0.012505048,98.78096736138419,32.0,3.4965076,31,False,0.01228011740667712,0.12743532481590106,0.3430342
PAK4,ENSG00000130669,Gene Expression,GRCh38,False,677,0.33779,0.29101902,73.3779001179709,859.0,6.7569323,674,False,0.23724281089094224,0.06568753241605177,-0.27411163
NCCRP1,ENSG00000188505,Gene Expression,GRCh38,False,18,0.00747149,0.0074437167,99.29217459693275,19.0,2.9957323,18,False,0.006171571317021508,0.06416155645686802,-0.052735988
LRFN1,ENSG00000128011,Gene Expression,GRCh38,False,21,0.008257963,0.008224052,99.17420369642154,21.0,3.0910425,21,False,0.006982655294825887,0.05554894849093893,-0.10660686
GMFG,ENSG00000130755,Gene Expression,GRCh38,False,306,0.13448682,0.12618041,87.96696814785686,342.0,5.8377304,306,False,0.11116302391034043,0.08675924506699556,0.08860997
SAMD4B,ENSG00000179134,Gene Expression,GRCh38,False,1033,0.55878884,0.44390914,59.37868659064098,1421.0,7.2598195,1031,False,0.3861030271338404,0.02341282365487889,-0.55773
PAF1,ENSG00000006712,Gene Expression,GRCh38,False,741,0.37042862,0.31512356,70.86118757373181,942.0,6.8490663,739,False,0.27067932880070605,0.10996417710584888,0.022937613
MED29,ENSG00000063322,Gene Expression,GRCh38,False,530,0.251278,0.22416544,79.15847424302005,639.0,6.461468,529,False,0.19086477202739346,0.07924470358022662,0.041607376
ZFP36,ENSG00000128016,Gene Expression,GRCh38,False,2099,3.0479748,1.3982167,17.459693275658672,7751.0,8.955707,2096,True,1.290729475116069,1.2312101918637797,2.5074728
PLEKHG2,ENSG00000090924,Gene Expression,GRCh38,False,704,0.3389697,0.29190046,72.31616201337003,862.0,6.7604146,702,False,0.27939366757842027,0.14999954298331472,0.29153237
SUPT5H,ENSG00000196235,Gene Expression,GRCh38,False,1218,0.70743215,0.53499055,52.10381439244986,1799.0,7.495542,1216,False,0.47685015254048846,0.056440765486014836,-0.3299816
TIMM50,ENSG00000105197,Gene Expression,GRCh38,False,579,0.2705466,0.23944719,77.231616201337,688.0,6.535241,577,False,0.2074543863534161,0.08164425996581982,-0.16705894
EID2B,ENSG00000176401,Gene Expression,GRCh38,False,147,0.06095163,0.05916627,94.21942587495084,155.0,5.049856,147,True,0.05529071954895908,0.1803838087237414,0.6742209
EID2,ENSG00000176396,Gene Expression,GRCh38,False,358,0.15572159,0.1447249,85.9221392056626,396.0,5.9839363,356,False,0.12465050891862599,0.09894003562590806,0.16479942
DYRK1B,ENSG00000105204,Gene Expression,GRCh38,False,322,0.14038537,0.13136625,87.3377900117971,357.0,5.880533,322,False,0.11859330422881924,0.12593273999048285,0.33363572
FCGBP,ENSG00000275395,Gene Expression,GRCh38,False,199,0.11600472,0.10975509,92.17459693275659,295.0,5.6903596,199,True,0.07777285566795208,0.2572057555435885,1.1547334
PSMC4,ENSG00000013275,Gene Expression,GRCh38,False,1009,0.55407,0.4408773,60.322453794730635,1409.0,7.251345,1007,False,0.3859618479368847,0.09211546335742389,-0.09680829
ZNF546,ENSG00000187187,Gene Expression,GRCh38,False,185,0.07471491,0.07205542,92.72512780180888,190.0,5.2522736,185,False,0.06648631308378491,0.13417521461330487,0.38519144
ZNF780A,ENSG00000197782,Gene Expression,GRCh38,False,284,0.12386945,0.1167776,88.83208808493906,315.0,5.755742,283,False,0.10078619278323911,0.0909625204517505,0.11490098
MAP3K10,ENSG00000130758,Gene Expression,GRCh38,False,159,0.066456944,0.06434189,93.74754227290602,169.0,5.1357985,159,False,0.055168474867661306,0.04494895546359242,-0.1729086
CNTD2,ENSG00000105219,Gene Expression,GRCh38,False,18,0.00747149,0.0074437167,99.29217459693275,19.0,2.9957323,18,False,0.004752957581737162,-0.14858219644907064,-1.3834238
AKT2,ENSG00000105221,Gene Expression,GRCh38,False,1274,0.7762485,0.57450354,49.90169091624066,1974.0,7.5883236,1272,False,0.5037016890034905,0.032065514029594,-0.4283354
C19orf47,ENSG00000160392,Gene Expression,GRCh38,False,345,0.15021628,0.13994999,86.43334644121117,382.0,5.948035,345,False,0.11768255196845409,0.0302013584589981,-0.26515314
PLD3,ENSG00000105223,Gene Expression,GRCh38,False,1510,1.0566261,0.72106683,40.621313409359026,2687.0,7.8965526,1508,False,0.6447341102546243,0.12649672386719144,-0.2594989
HIPK4,ENSG00000160396,Gene Expression,GRCh38,False,18,0.007078254,0.0070533208,99.29217459693275,18.0,2.944439,18,True,0.008110865912182637,0.257100913854934,1.1540776
PRX,ENSG00000105227,Gene Expression,GRCh38,False,135,0.05583956,0.054336242,94.69130947699568,142.0,4.962845,135,False,0.04818852750314143,0.07395076609086647,0.0084944
SERTAD1,ENSG00000197019,Gene Expression,GRCh38,False,385,0.17499016,0.16125977,84.86040110106174,445.0,6.100319,384,False,0.13432846138527704,0.05659497949141567,-0.10006406
SERTAD3,ENSG00000167565,Gene Expression,GRCh38,False,603,0.28391662,0.24991527,76.28784899724734,722.0,6.5834093,601,False,0.2193728120408817,0.057645884738489535,-0.32806253
BLVRB,ENSG00000090013,Gene Expression,GRCh38,False,468,0.21510027,0.1948266,81.59653952025168,547.0,6.3062754,467,False,0.16794264325429598,0.1253380025621372,0.3299157
SPTBN4,ENSG00000160460,Gene Expression,GRCh38,False,219,0.08847818,0.08478055,91.38812426268187,225.0,5.420535,219,False,0.08069075008688008,0.11546242322795441,0.26814508
SHKBP1,ENSG00000160410,Gene Expression,GRCh38,False,561,0.26228863,0.23292644,77.93944160440425,667.0,6.504288,560,False,0.20080777910762984,0.0751263499655522,-0.21078719
LTBP4,ENSG00000090006,Gene Expression,GRCh38,False,2438,5.237515,1.8305819,4.1289815178922495,13319.0,9.497022,2435,False,1.7431240249081725,0.7648539759916932,0.34906688
NUMBL,ENSG00000105245,Gene Expression,GRCh38,False,547,0.2489186,0.22227806,78.48997247345655,633.0,6.452049,545,False,0.1981209150883134,0.09115449181021693,-0.10325539
COQ8B,ENSG00000123815,Gene Expression,GRCh38,False,589,0.27487218,0.24284592,76.83837986629965,699.0,6.55108,587,False,0.21421136969726687,0.0796221250568093,-0.18062532
ITPKC,ENSG00000086544,Gene Expression,GRCh38,False,777,0.4168305,0.34842235,69.44553676759733,1060.0,6.966967,777,False,0.29825769492422916,0.15987169821200775,0.35776407
C19orf54,ENSG00000188493,Gene Expression,GRCh38,False,127,0.051907197,0.050604895,95.00589854502556,132.0,4.890349,126,False,0.04479501899172092,0.10012904082764168,0.17223652
SNRPA,ENSG00000077312,Gene Expression,GRCh38,False,800,0.4014943,0.33753902,68.5410931970114,1021.0,6.929517,798,False,0.29751814100105356,0.08656657725851864,-0.13403542
MIA,ENSG00000261857,Gene Expression,GRCh38,False,56,0.025560362,0.025239158,97.79787652379079,65.0,4.189655,56,True,0.021258256521378013,0.32824839432882097,1.599097
RAB4B,ENSG00000167578,Gene Expression,GRCh38,False,589,0.28077075,0.24746205,76.83837986629965,714.0,6.5722823,589,False,0.21331224253433284,0.04633306100906031,-0.40395957
EGLN2,ENSG00000269858,Gene Expression,GRCh38,False,1211,0.7239481,0.54461706,52.379079826976,1841.0,7.518607,1208,False,0.48748649653190407,0.10214874690735727,-0.1455505
CYP2A6,ENSG00000255974,Gene Expression,GRCh38,False,23,0.009437672,0.009393415,99.09555642941407,24.0,3.218876,23,True,0.008758182485864142,0.3122114721388224,1.4987879
CYP2S1,ENSG00000167600,Gene Expression,GRCh38,False,66,0.026346834,0.026005736,97.40464018875345,67.0,4.2195077,66,False,0.01989875879478149,-0.08762509507084533,-1.0021441
AXL,ENSG00000167601,Gene Expression,GRCh38,False,1053,0.5705859,0.45144874,58.59221392056626,1451.0,7.2806973,1052,False,0.4156470327025412,0.1347961139710615,-0.013818828
HNRNPUL1,ENSG00000105323,Gene Expression,GRCh38,False,2268,2.665749,1.2990327,10.813999213527325,6779.0,8.8217325,2265,False,1.2122078159368654,0.05686764513367415,-0.86485046
TGFB1,ENSG00000105329,Gene Expression,GRCh38,False,769,0.38143924,0.32312587,69.7601258356272,970.0,6.8783264,769,False,0.28367638986141885,0.04352325847968924,-0.42281038
CCDC97,ENSG00000142039,Gene Expression,GRCh38,False,596,0.28391662,0.24991527,76.5631144317735,722.0,6.5834093,594,False,0.20969652037077716,0.04218741712372815,-0.43177244
TMEM91,ENSG00000142046,Gene Expression,GRCh38,False,365,0.15926072,0.14778249,85.64687377113646,405.0,6.0063534,364,False,0.12281163239120507,-0.015469727277343807,-0.5508206
B9D2,ENSG00000123810,Gene Expression,GRCh38,False,58,0.023200944,0.022935893,97.71922925678332,59.0,4.0943446,58,False,0.018215313057096547,-0.059811555373882885,-0.82817364
EXOSC5,ENSG00000077348,Gene Expression,GRCh38,False,165,0.06842312,0.06618384,93.51160047188361,174.0,5.164786,165,False,0.04994264944610547,-0.10248563617292364,-1.0950952
BCKDHA,ENSG00000248098,Gene Expression,GRCh38,False,398,0.18442784,0.16925983,84.34919386551317,469.0,6.152733,396,False,0.14099614075418498,0.10064806451059513,0.17548294
B3GNT8,ENSG00000177191,Gene Expression,GRCh38,False,120,0.047974832,0.04685957,95.2811639795517,122.0,4.8121843,119,False,0.03860021204888693,-0.008423455413080691,-0.50674695
DMAC2,ENSG00000105341,Gene Expression,GRCh38,False,516,0.2402674,0.215327,79.70900511207235,611.0,6.4167323,514,False,0.1799338078848552,0.017075749295165393,-0.34725234
CEACAM4,ENSG00000105352,Gene Expression,GRCh38,False,87,0.03539127,0.034779396,96.57884388517499,90.0,4.5108595,87,False,0.028141847876189546,0.0363009724830064,-0.22700076
CD79A,ENSG00000105369,Gene Expression,GRCh38,False,23,0.009437672,0.009393415,99.09555642941407,24.0,3.218876,22,False,0.007767544685134018,0.0798063301616458,0.045120284
ARHGEF1,ENSG00000076928,Gene Expression,GRCh38,False,879,0.46795124,0.3838677,65.43452615021627,1190.0,7.0825486,876,False,0.32756894141067605,0.04496740778703343,-0.41312167
ERFL,ENSG00000268041,Gene Expression,GRCh38,False,20,0.007864727,0.007833961,99.21352732992528,20.0,3.0445225,20,False,0.005004156929430923,-0.3430237061154176,-2.5996332
RABAC1,ENSG00000105404,Gene Expression,GRCh38,False,1408,0.88124263,0.63193256,44.632324026740065,2241.0,7.7151237,1406,False,0.5576873201680365,-0.014992573647519927,-0.61821413
GRIK5,ENSG00000105737,Gene Expression,GRCh38,False,270,0.11482501,0.10869745,89.38261895399134,292.0,5.6801724,270,True,0.10351760925789927,0.15460644922845118,0.5129865
ZNF574,ENSG00000105732,Gene Expression,GRCh38,False,287,0.1222965,0.11537703,88.71411718442785,311.0,5.7430034,286,False,0.09829511588261441,0.04971351872623492,-0.1431068
POU2F2,ENSG00000028277,Gene Expression,GRCh38,False,65,0.025560362,0.025239158,97.44396382225717,65.0,4.189655,65,False,0.02221289398814165,0.1186696162661824,0.28820568
DEDD2,ENSG00000160570,Gene Expression,GRCh38,False,412,0.18678726,0.17124988,83.79866299646088,475.0,6.1654177,411,True,0.14466338496928047,0.16174057753640877,0.5576096
ZNF526,ENSG00000167625,Gene Expression,GRCh38,False,221,0.0920173,0.08802672,91.3094769956744,234.0,5.4595857,221,False,0.07598635896728893,0.09345490206055078,0.13049054
GSK3A,ENSG00000105723,Gene Expression,GRCh38,False,786,0.3963822,0.33388475,69.0916240660637,1008.0,6.916715,785,False,0.29720056965931896,0.12432693231691613,0.11929644
ERF,ENSG00000105722,Gene Expression,GRCh38,False,801,0.4089658,0.34285596,68.50176956350766,1040.0,6.947937,800,False,0.30041273560075915,0.08805567944060295,-0.12404513
PAFAH1B3,ENSG00000079462,Gene Expression,GRCh38,False,160,0.06685018,0.06471055,93.70821863940229,170.0,5.1416636,159,False,0.04949803872720478,-0.00586118699711727,-0.49072024
MEGF8,ENSG00000105429,Gene Expression,GRCh38,False,430,0.1883602,0.17257437,83.09083759339363,479.0,6.173786,429,False,0.1529533799483363,0.04453375034051683,-0.17550567
CNFN,ENSG00000105427,Gene Expression,GRCh38,False,182,0.0833661,0.080072954,92.84309870232009,212.0,5.3612924,182,False,0.053720173240591675,-0.0540448501293461,-0.7921035
LIPE,ENSG00000079435,Gene Expression,GRCh38,False,51,0.021234762,0.021012446,97.99449469130947,54.0,4.0073333,51,False,0.016523547796971426,0.13361236834398144,0.3816709
CXCL17,ENSG00000189377,Gene Expression,GRCh38,False,124,0.061738104,0.059907287,95.12386944553677,157.0,5.062595,124,False,0.036780716750462766,-0.11744918139038286,-1.1886904
CEACAM1,ENSG00000079385,Gene Expression,GRCh38,False,399,0.2044829,0.18605034,84.30987023200944,520.0,6.25575,399,False,0.13209310735392543,-0.017360009903616688,-0.56264406
CD177,ENSG00000204936,Gene Expression,GRCh38,False,267,0.1569013,0.14574514,89.50058985450255,399.0,5.9914646,265,True,0.09796507077789705,0.19708889001422294,0.7787093
LYPD3,ENSG00000124466,Gene Expression,GRCh38,False,124,0.05387338,0.05247231,95.12386944553677,137.0,4.9272537,123,False,0.03757328301422539,-0.026228202942141794,-0.6181136
PHLDB3,ENSG00000176531,Gene Expression,GRCh38,False,349,0.15454188,0.14370362,86.27605190719623,393.0,5.976351,348,False,0.11443042758389954,-0.004336821315356165,-0.4811855
ETHE1,ENSG00000105755,Gene Expression,GRCh38,False,605,0.29571372,0.2590617,76.20920173023987,752.0,6.6240654,603,False,0.22279257727884805,0.1347463820420503,0.18919988
ZNF575,ENSG00000176472,Gene Expression,GRCh38,False,37,0.014549744,0.014444913,98.54502556036178,37.0,3.637586,37,False,0.013322267233254827,0.007140564624708721,-0.40939578
XRCC1,ENSG00000073050,Gene Expression,GRCh38,False,459,0.20762879,0.18865876,81.9504522217853,528.0,6.2709885,459,False,0.1594933284068313,0.014845955718019263,-0.36119944
PINLYP,ENSG00000234465,Gene Expression,GRCh38,False,174,0.073141955,0.07059075,93.15768777034998,186.0,5.2311087,174,False,0.061277778746024546,0.092106608499136,0.12205712
IRGQ,ENSG00000167378,Gene Expression,GRCh38,False,164,0.06763665,0.065447465,93.55092410538734,172.0,5.1532917,164,True,0.05804399423350324,0.16011908264340652,0.54746735
ZNF576,ENSG00000124444,Gene Expression,GRCh38,False,259,0.107353516,0.101972945,89.81517892253244,273.0,5.613128,259,False,0.08768766398755126,0.061258354687807985,-0.07089518
ZNF428,ENSG00000131116,Gene Expression,GRCh38,False,1051,0.5725521,0.45269984,58.67086118757373,1456.0,7.284135,1049,False,0.4126819140184143,0.12266944891527762,-0.06274976
CADM4,ENSG00000105767,Gene Expression,GRCh38,False,479,0.22965002,0.20672959,81.16397955171057,584.0,6.371612,477,False,0.16567975604201854,0.07459796580460004,0.012542561
